catalogNbr,coreq_text,course_code,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
4487,,PHYS 4487,2025-08-17T20:38:24.912895,"Continuation of PHYS 4486. Teaching experience for qualified undergraduate students to help with PHYS 1101/PHYS 1102. Contact time will be in the course's Learning Center, in a team environment with graduate student TAs and faculty. Activities include tutoring individual students, working with small groups, assisting students with lab experiments, and participating in course development initiatives.",FA25-PHYS-4487-1,"[""rmf14""]",,0.0,0,False,,FA25,PHYS,Teaching Experience III,Teaching Experience III,3.0,1.0
4490,,PHYS 4490,2025-08-17T20:38:24.912909,"Individual project work (reading or laboratory) in any branch of physics.  Products vary, but may include a thesis. Evaluation criteria are decided between student and faculty member.",FA25-PHYS-4490-1,"[""jpa6"", ""taa2"", ""ib38"", ""gsc11"", ""dc977"", ""ic64"", ""atc72"", ""cc338"", ""nd357"", ""jed324"", ""erd43"", ""ve10"", ""eef3"", ""cpf1"", ""rmf14"", ""lkg5"", ""phg5"", ""yg73"", ""th447"", ""gh77"", ""ngh35"", ""cj398"", ""ek436"", ""nk652"", ""pdk4"", ""arl4"", ""mul2"", ""xl956"", ""km627"", ""jmm586"", ""lm432"", ""em256"", ""mdn49"", ""kcn34"", ""jrp3"", ""mp325"", ""dcr14"", ""bjr228"", ""ar322"", ""cs2553"", ""jps6"", ""kms272"", ""rct76"", ""jt297"", ""ret6"", ""zw24"", ""mdw17"", ""imw2"", ""haw82"", ""pw94"", ""cx10""]",,0.0,0,False,,FA25,PHYS,Independent Study in Physics,Independent Study in Physics,4.0,1.0
4498,,PHYS 4498,2025-08-17T20:38:24.912916,"The first half of a two-semester thesis course involving physics-related research under the direct supervision of a faculty member. The thesis research may take many forms including but not restricted to : theoretical calculations, design of instrumentation, experimental research, or numerical simulations. Students wishing to pursue the senior thesis must submit a proposal, with the approval of a faculty supervisor, in spring of their junior year.",FA25-PHYS-4498-1,"[""atc72"", ""nd357"", ""eef3"", ""dlh37"", ""edk59"", ""bjr228""]",,0.0,0,True,completion of the core requirements for the physics major.,FA25,PHYS,Senior Thesis,Senior Thesis,3.0,3.0
4997,,PHYS 4997,2025-08-17T20:38:24.912926,"This independent study course offers physics majors (i.e., undergraduates whose applications to affiliate with the physics major have been approved) an opportunity to reflect on concepts from physics as they were encountered and applied in a recent internship. Students write a short paper describing their work experience and how it connects to the educational objectives of the physics major.",FA25-PHYS-4997-1,"[""mdn49""]",,0.0,0,False,,FA25,PHYS,Cross-Cultural Work Experience in Physics,Cross-Cultural Work Experience in Physics,1.0,1.0
5520,,PHYS 5520,2025-08-17T20:38:24.912937,"This course will describe how biomolecules cooperate to assembly structures, build material, and process information. We will start by discussing stoichiometric assembly macromolecular complexes. Then, we'll discuss how biomolecules assemble to make 1D, 2D and 3D materials. These include, cytoskeletal filaments, phospholipid bilayers, and biomolecular condensates. Finally, we'll discuss how cells use these phenomena for control (regulation) and computation.",FA25-PHYS-5520-1,"[""erd43""]",,0.0,0,True,statistical physics and/or thermodynamics; electrostatics; vector calculus; differential equations; basic scientific computing; introductory biology.,FA25,PHYS,Supramolecular Biophysics,Supramolecular Biophysics,3.0,3.0
6500,,PHYS 6500,2025-08-17T20:38:24.912949,"Experiments of widely varying difficulty in one or more areas, as listed under PHYS 6510, may be done to fill special requirements.",FA25-PHYS-6500-1,"[""jrp3"", ""jrp3""]",,0.0,0,False,,FA25,PHYS,Informal Graduate Laboratory,Informal Graduate Laboratory,2.0,1.0
6510,,PHYS 6510,2025-08-17T20:38:24.912956,"Over 30 available experiments on various topics including atomic and molecular spectroscopy, optics, condensed matter physics, nuclear physics, electrical and microwave circuits, x-rays, and magnetic resonance. Each student selects and performs two experiments and completes one project. Independent work is stressed, and scientific writing and presentation skills are emphasized. Weekly lectures will cover techniques and skills necessary for the class and experimental physics in general.",FA25-PHYS-6510-1,"[""jrp3"", ""jrp3"", ""jrp3""]",,0.0,0,False,,FA25,PHYS,Advanced Experimental Physics,Advanced Experimental Physics,3.0,3.0
6520,,PHYS 6520,2025-08-17T20:38:24.912963,Projects of modern topical interest that involve some independent development work by student. Opportunity for more initiative in experimental work than is possible in PHYS 6510.,FA25-PHYS-6520-1,"[""js3469""]",,0.0,0,False,,FA25,PHYS,Projects in Experimental Physics,Projects in Experimental Physics,3.0,1.0
6561,,PHYS 6561,2025-08-17T20:38:24.912969,"Covers special relativity, Maxwell's equations, electromagnetic potentials, conservation laws, Green's functions, electromagnetic waves, dispersion, radiation theory, and scattering. The practical application of appropriate mathematical methods is emphasized. The course will use Classical Electrodynamics by Jackson and Modern Electrodynamics by Zangwill.",FA25-PHYS-6561-1,"[""nd357""]",,0.0,0,False,,FA25,PHYS,Electrodynamics,Electrodynamics,3.0,3.0
6572,,PHYS 6572,2025-08-17T20:38:24.912975,"First part of the two-semester graduate quantum mechanics sequence. Covers non-relativistic quantum physics, focusing on fundamental conceptual issues and methods. Topics include: fundamental concepts of quantum mechanics using the Dirac notation, theory of angular momentum and spin, symmetries,  approximation methods and identical particles, at the level of Sakurai Modern Quantum Mechanics.",FA25-PHYS-6572-1,"[""ve10""]",,0.0,0,False,,FA25,PHYS,Quantum Mechanics I,Quantum Mechanics I,3.0,3.0
7601,,PHYS 7601,2025-08-17T20:38:24.912981,"Foundations of fluid mechanics from an advanced viewpoint, including formulation of continuum fluid dynamics; kinematic descriptions of fluid flow, derivation of the Navier-Stokes equations and energy equation for compressible fluids; and sound waves, viscous flows, boundary layers, and potential flows.",FA25-PHYS-7601-2,"[""od57"", ""od57""]",,0.8,1,True,"MAE 3230 or higher, in addition to basic knowledge in vector calculus, ordinary differential equations, partial differential equations, and complex variable analysis.",FA25,PHYS,Foundations of Fluid Mechanics I,Foundations of Fluid Mechanics I,4.0,4.0
7635,,PHYS 7635,2025-08-17T20:38:24.912993,"Survey of the physics of solids starting with crystal structures and the band theory of electrons and phonons. Selected topics from semiconductors, magnetism, superconductivity, spin liquids, disordered materials, topology, and mesoscopic physics. The focus is to enable graduate research at the current frontiers of condensed matter physics.",FA25-PHYS-7635-1,"[""ek436""]",,0.6,1,True,"undergraduate statistical mechanics, and familiarity with graduate-level quantum mechanics. Recommended prerequisite: comprehensive undergraduate solid-state physics course (e.g., PHYS 4454).",FA25,PHYS,Solid-State Physics I,Solid-State Physics I,3.0,3.0
7651,,PHYS 7651,2025-08-17T20:38:24.913006,"Introduction to relativistic quantum field theory for applications in particle physics. Topics include quantization of scalar fields,  perturbation theory, Feynman diagrams, conservation laws, calculation of decay rates and cross sections, causality and unitarity, introduction to radiative corrections, renormalization and effective field theories, introduction to the Lorentz and Poincare groups, Weyl, Majorana and Dirac fermions, quantization and Feynman rules for fermionic theories. At the level of Quantum Field Theory and the Standard Model by Schwartz.",FA25-PHYS-7651-1,"[""cc338""]",,0.7,2,True,"PHYS 6572, and PHYS 6561 (one of these courses may be taken concurrently).",FA25,PHYS,Relativistic Quantum Field Theory I,Relativistic Quantum Field Theory I,3.0,3.0
7653,,PHYS 7653,2025-08-17T20:38:24.913017,"An advanced, graduate-level exploration of selected topics in statistical mechanics - topics such as mean-field theory, scaling analysis, theories of quantum and classical phase transitions, renormalization-group methods, classical spin models, quantum rotor models, etc.",FA25-PHYS-7653-1,"[""cj398""]",,0.0,0,False,,FA25,PHYS,Statistical Physics II,Statistical Physics II,3.0,3.0
7667,,PHYS 7667,2025-08-17T20:38:24.913023,"Covers stellar structure, evolution, and the physics of compact objects, including neutron stars and black holes.",FA25-PHYS-7667-2,"[""nb572""]",,0.0,0,False,"Math above 2000 level, physics above 3000 level.",FA25,PHYS,"Physics of Stars, Neutron Stars and Black Holes","Physics of Stars, Neutron Stars and Black Holes",3.0,3.0
7680,,PHYS 7680,2025-08-17T20:38:24.913033,"Develops tools for using computers to model the physical world.  Uses examples pulled broadly from core areas of physics: Mechanics, Electricity and Magnetism, Statistical Mechanics and Thermodynamics, and Quantum Mechanics.  Focus is on algorithmic thinking, converting mathematical representations into practical algorithms, working with data, and drawing physical conclusions from numerical results.  Model problems will involve numerical quadratures, ordinary and partial differential equations, numerical linear algebra, event based simulations, and Monte Carlo techniques.  May include modern techniques, such as those drawn from machine learning and artificial intelligence.  Instruction will largely be in Julia, with computer labs integrated into lectures.  No prior experience with Julia is necessary, but students should have some experience with programming.  Graduate versions, PHYS 7680 and ASTRO 7690, require an additional project which is not required in the undergraduate version, PHYS 4480.",FA25-PHYS-7680-1,"[""em256""]",,0.0,0,False,,FA25,PHYS,Computational Physics,Computational Physics,3.0,3.0
7684,,PHYS 7684,2025-08-17T20:38:24.913040,"This 1.5-hour weekly seminar provides undergraduate and graduate students with an introduction to core concepts in physics education. Participants discuss articles and videos drawn from physics and science education research and from cognitive science, and engage in collaborative activities that help them become more effective teachers, communicators and learners. This seminar is especially valuable for those considering teaching physics at some point in their careers. Topics include: Questioning Strategies, Classroom Discourse, Teaching through misconceptions, Argumentation approach to instruction, Learning Theory, Conceptions and Conceptual Change and Fixed vs Growth Mind-set, Science communication. Text: Articles from science, engineering, and math education journals.",FA25-PHYS-7684-1,"[""ret6"", ""ret6"", ""ret6""]",,0.0,0,False,,FA25,PHYS,Teaching and Learning Physics,Teaching and Learning Physics,1.0,1.0
